run_directory,csv_row_index,event_type,derived_training_step,mapping_status,evidence,checkpoint_match
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1404,training,1405,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1405,training,1406,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1406,training,1407,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1407,training,1408,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1408,training,1409,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1409,training,1410,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1410,training,1411,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1411,training,1412,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1412,training,1413,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1413,training,1414,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1414,training,1415,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1415,training,1416,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1416,training,1417,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1417,training,1418,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1418,training,1419,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1419,training,1420,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1420,training,1421,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1421,training,1422,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1422,training,1423,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1423,training,1424,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1424,training,1425,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1425,training,1426,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1426,training,1427,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1427,training,1428,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1428,training,1429,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1429,training,1430,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1430,training,1431,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1431,training,1432,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1432,training,1433,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1433,training,1434,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1434,training,1435,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1435,training,1436,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1436,training,1437,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1437,training,1438,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1438,training,1439,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1439,training,1440,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1440,training,1441,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1441,training,1442,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1442,training,1443,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1443,training,1444,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1444,training,1445,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1445,training,1446,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1446,training,1447,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1447,training,1448,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1448,training,1449,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1449,training,1450,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1450,training,1451,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1451,training,1452,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1452,training,1453,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1453,training,1454,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1454,training,1455,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1455,training,1456,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1456,training,1457,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1457,training,1458,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1458,training,1459,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1459,training,1460,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1460,training,1461,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1461,training,1462,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1462,training,1463,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1463,training,1464,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1464,training,1465,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1465,training,1466,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1466,training,1467,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1467,training,1468,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1468,training,1469,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1469,training,1470,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1470,training,1471,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1471,training,1472,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1472,training,1473,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1473,training,1474,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1474,training,1475,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1475,training,1476,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1476,training,1477,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1477,training,1478,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1478,training,1479,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1479,training,1480,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1480,training,1481,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1481,training,1482,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1482,training,1483,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1483,training,1484,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1484,training,1485,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1485,training,1486,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1486,training,1487,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1487,training,1488,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1488,training,1489,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1489,training,1490,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1490,training,1491,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1491,training,1492,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1492,training,1493,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1493,training,1494,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1494,training,1495,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1495,training,1496,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1496,training,1497,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1497,training,1498,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1498,training,1499,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1499,training,1500,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1500,training,1501,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1501,training,1502,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1502,training,1503,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1503,training,1504,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1504,training,1505,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1505,training,1506,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1506,training,1507,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1507,training,1508,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1508,training,1509,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1509,training,1510,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1510,training,1511,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1511,training,1512,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1512,training,1513,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1513,training,1514,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1514,training,1515,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1515,training,1516,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1516,training,1517,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1517,training,1518,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1518,training,1519,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1519,training,1520,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1520,training,1521,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1521,training,1522,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1522,training,1523,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1523,training,1524,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1524,training,1525,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1525,training,1526,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1526,training,1527,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1527,training,1528,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1528,training,1529,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1529,training,1530,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1530,training,1531,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1531,training,1532,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1532,training,1533,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1533,training,1534,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1534,training,1535,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1535,training,1536,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1536,training,1537,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1537,training,1538,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1538,training,1539,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1539,training,1540,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1540,training,1541,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1541,training,1542,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1542,training,1543,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1543,training,1544,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1544,training,1545,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1545,training,1546,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1546,training,1547,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1547,training,1548,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1548,training,1549,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1549,training,1550,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1550,training,1551,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1551,training,1552,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1552,training,1553,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1553,training,1554,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1554,training,1555,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1555,training,1556,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1556,training,1557,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1557,training,1558,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1558,training,1559,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1559,training,1560,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1560,training,1561,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1561,training,1562,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1562,training,1563,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1563,training,1564,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1564,training,1565,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1565,training,1566,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1566,training,1567,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1567,training,1568,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1568,training,1569,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1569,training,1570,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1570,training,1571,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1571,training,1572,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1572,training,1573,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1573,training,1574,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1574,training,1575,derived,row_index+1; 20000 rows == train_batches 20000,
NextLat-proj_factor0.5_lambda_kl1.0_mtp_horizon8_lambda_mse1.0_seed1235,1575,training,1576,derived,row_index+1; 20000 rows == train_batches 20000,
